timestamp,region,load_mw,pv_mw,price_yuan_mwh,temperature_c,event_type,event_text,scenario_id,scenario_name,stress_type
2025-07-29 10:00:00,广东省,3.3669,1.7942,131.8565,31.231,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 10:15:00,广东省,3.8449,2.1522,43.9354,31.489,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 10:30:00,广东省,3.7061,2.1061,71.5785,32.112,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 10:45:00,广东省,3.7099,2.198,-3.7505,31.536,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 11:00:00,广东省,3.6914,2.6249,-75.1567,32.53,新能源消纳,调度公告提示午间新能源消纳压力增大，建议提升储能充电能力。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 11:15:00,广东省,3.7498,2.7435,-106.661,32.627,负电价消纳,现货市场公告：新能源大发，系统调峰空间不足，出清价格跌至负值，调度建议储能尽可能吸纳过剩新能源并避免在低价时段向电网反送电。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 11:30:00,广东省,3.7189,2.5757,-59.8261,32.808,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 11:45:00,广东省,3.7169,1.9598,-110.3158,33.139,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 12:00:00,广东省,3.6717,2.5101,-127.3345,33.254,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 12:15:00,广东省,3.8292,2.2824,-110.2649,32.724,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 12:30:00,广东省,3.9313,2.2326,-166.0018,34.476,高温预警,广东气象台发布高温橙色预警，预计晚高峰空调负荷显著上升。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 12:45:00,广东省,3.643,1.7934,-179.8961,34.965,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 13:00:00,广东省,3.8001,2.0082,-99.8432,34.2,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 13:15:00,广东省,3.6834,1.8293,-97.985,34.568,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 13:30:00,广东省,3.7118,2.2817,-112.0005,33.822,负电价消纳,现货市场公告：新能源大发，系统调峰空间不足，出清价格跌至负值，调度建议储能尽可能吸纳过剩新能源并避免在低价时段向电网反送电。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 13:45:00,广东省,3.9455,2.0274,-68.0855,33.502,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 14:00:00,广东省,3.9422,1.3333,-21.8246,33.864,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 14:15:00,广东省,3.7613,2.1678,14.1376,34.28,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 14:30:00,广东省,4.0152,2.3333,29.2652,35.065,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 14:45:00,广东省,4.0537,2.0433,100.6162,34.553,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 15:00:00,广东省,3.8679,1.8852,147.057,35.381,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 15:15:00,广东省,3.9369,1.2138,165.2251,33.552,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 15:30:00,广东省,3.9687,1.147,168.9142,34.799,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 15:45:00,广东省,3.8227,0.9649,265.5178,34.652,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 16:00:00,广东省,4.0666,1.0104,259.5787,35.351,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 16:15:00,广东省,3.9497,0.7574,293.3675,33.928,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 16:30:00,广东省,4.1939,0.9794,290.3419,34.93,高温预警,广东气象台发布高温橙色预警，预计晚高峰空调负荷显著上升。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 16:45:00,广东省,4.2252,0.8022,325.6143,33.988,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 17:00:00,广东省,4.3628,0.5846,343.8155,34.089,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 17:15:00,广东省,4.2511,0.6495,347.5937,33.422,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 17:30:00,广东省,4.3054,0.3722,350.4289,33.633,需求响应,电力交易中心发布需求响应邀约，鼓励用户在晚高峰削减负荷。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 17:45:00,广东省,4.4676,0.3774,398.123,34.031,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 18:00:00,广东省,4.4605,0.1547,420.7189,33.66,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 18:15:00,广东省,4.5802,0.0,412.2489,33.403,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 18:30:00,广东省,4.5991,0.0,404.8648,32.923,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 18:45:00,广东省,4.4966,0.0971,388.5994,33.411,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 19:00:00,广东省,4.6975,0.0611,443.6259,32.893,价格尖峰,现货市场公告提示日前价格异常波动，晚高峰可能出现尖峰电价。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 19:15:00,广东省,4.7186,0.0,461.7995,32.543,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 19:30:00,广东省,4.6437,0.0,406.7263,32.781,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 19:45:00,广东省,4.9864,0.0315,451.3598,31.502,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 20:00:00,广东省,4.668,0.0,416.743,31.158,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 20:15:00,广东省,4.8704,0.0,421.6602,30.963,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 20:30:00,广东省,4.9388,0.1202,430.3214,31.486,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 20:45:00,广东省,4.8557,0.0278,390.9879,30.573,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 21:00:00,广东省,4.6476,0.1082,368.9749,30.294,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 21:15:00,广东省,4.6253,0.0,382.6597,30.657,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 21:30:00,广东省,4.4947,0.0587,396.1648,29.545,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 21:45:00,广东省,4.4407,0.0,418.8539,30.444,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 22:00:00,广东省,4.3313,0.0,412.4605,30.69,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 22:15:00,广东省,4.1764,0.0,387.319,30.623,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 22:30:00,广东省,4.3271,0.0,429.6713,30.151,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 22:45:00,广东省,4.0736,0.067,438.2114,30.717,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 23:00:00,广东省,3.9293,0.0,397.4063,28.803,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 23:15:00,广东省,4.0462,0.0,389.3884,29.931,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 23:30:00,广东省,3.914,0.0,361.5377,30.216,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-29 23:45:00,广东省,3.9313,0.0,359.3518,29.479,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 00:00:00,广东省,3.6338,0.0316,354.4029,28.941,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 00:15:00,广东省,3.5204,0.021,364.7811,28.627,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 00:30:00,广东省,3.5735,0.0134,331.4578,29.082,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 00:45:00,广东省,3.4712,0.0693,378.541,27.891,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 01:00:00,广东省,3.6524,0.0123,347.2815,29.539,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 01:15:00,广东省,3.6547,0.1731,402.575,29.133,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 01:30:00,广东省,3.5832,0.0,369.1861,28.933,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 01:45:00,广东省,3.7162,0.0379,373.7666,29.069,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 02:00:00,广东省,3.6071,0.0,377.8845,28.765,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 02:15:00,广东省,3.546,0.1354,346.3877,28.542,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 02:30:00,广东省,3.4163,0.0084,434.4177,28.916,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 02:45:00,广东省,3.6787,0.0923,421.6765,29.348,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 03:00:00,广东省,3.5372,0.0554,419.6311,28.925,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 03:15:00,广东省,3.4957,0.0606,337.907,29.24,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 03:30:00,广东省,3.6746,0.0,386.7639,29.163,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 03:45:00,广东省,3.6157,0.0403,386.9209,28.671,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 04:00:00,广东省,3.4976,0.0,381.3341,29.591,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 04:15:00,广东省,3.6993,0.0,398.1644,29.175,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 04:30:00,广东省,3.4283,0.0364,421.8886,28.68,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 04:45:00,广东省,3.5483,0.0,399.3618,29.554,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 05:00:00,广东省,3.5368,0.0529,374.7489,30.012,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 05:15:00,广东省,3.5512,0.0,367.0696,29.414,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 05:30:00,广东省,3.4304,0.0984,335.0661,28.267,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 05:45:00,广东省,3.7491,0.0,378.8785,30.11,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 06:00:00,广东省,3.8413,0.092,364.5057,29.225,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 06:15:00,广东省,3.6598,0.0,371.9506,28.889,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 06:30:00,广东省,3.5345,0.0762,345.3573,30.021,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 06:45:00,广东省,3.5996,0.2282,388.6078,29.709,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 07:00:00,广东省,3.6634,0.4703,358.4838,30.285,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 07:15:00,广东省,3.5259,0.4543,318.0104,29.614,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 07:30:00,广东省,3.5409,0.8138,342.2956,29.571,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 07:45:00,广东省,3.4772,0.9128,300.9458,30.392,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 08:00:00,广东省,3.5363,0.735,335.7998,30.148,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 08:15:00,广东省,3.6645,0.9922,288.4708,31.12,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 08:30:00,广东省,3.7119,1.0248,272.4661,30.264,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 08:45:00,广东省,3.7108,1.0808,267.9699,31.903,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 09:00:00,广东省,3.6104,1.4243,199.0969,29.849,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 09:15:00,广东省,3.7428,1.2414,224.787,31.055,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 09:30:00,广东省,3.775,1.3778,176.4809,30.607,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 09:45:00,广东省,3.6907,1.3564,152.0366,31.459,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 10:00:00,广东省,3.9507,1.4022,84.8479,30.622,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 10:15:00,广东省,3.7854,1.5243,54.8458,32.358,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 10:30:00,广东省,3.8263,2.0488,37.0984,32.357,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 10:45:00,广东省,3.7532,1.821,25.8981,32.237,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 11:00:00,广东省,3.8776,1.381,-78.5957,32.88,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 11:15:00,广东省,3.8051,1.7662,-58.3871,33.815,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 11:30:00,广东省,3.8408,1.9214,-75.2293,32.368,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 11:45:00,广东省,3.8019,1.6774,-129.0176,32.989,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 12:00:00,广东省,4.0233,2.3548,-157.5023,33.685,负电价消纳,现货市场公告：新能源大发，系统调峰空间不足，出清价格跌至负值，调度建议储能尽可能吸纳过剩新能源并避免在低价时段向电网反送电。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 12:15:00,广东省,3.951,1.8034,-114.9494,33.7,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 12:30:00,广东省,3.992,1.747,-163.5572,34.336,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 12:45:00,广东省,3.9845,2.1178,-177.8987,33.927,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 13:00:00,广东省,4.0184,1.9175,-145.2278,34.636,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 13:15:00,广东省,4.0738,1.587,-88.5612,34.419,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 13:30:00,广东省,3.9245,1.9244,-70.8057,34.37,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 13:45:00,广东省,4.0012,2.1335,-36.1682,34.714,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 14:00:00,广东省,4.1361,2.2286,-6.0051,35.101,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 14:15:00,广东省,4.1309,1.2976,18.7295,35.419,负电价消纳,现货市场公告：新能源大发，系统调峰空间不足，出清价格跌至负值，调度建议储能尽可能吸纳过剩新能源并避免在低价时段向电网反送电。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 14:30:00,广东省,3.9494,1.8536,59.1908,34.549,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 14:45:00,广东省,4.1001,1.7519,96.6296,35.339,高温预警,广东气象台发布高温橙色预警，预计晚高峰空调负荷显著上升。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 15:00:00,广东省,3.9177,1.7166,122.2612,34.61,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 15:15:00,广东省,3.8989,1.6204,209.8199,35.528,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 15:30:00,广东省,4.1156,1.4138,200.9031,34.733,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 15:45:00,广东省,4.0418,1.0058,268.844,34.532,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 16:00:00,广东省,4.2558,1.1516,280.703,34.575,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 16:15:00,广东省,4.2134,1.1163,294.4734,34.663,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 16:30:00,广东省,4.2188,0.9458,362.4466,34.557,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 16:45:00,广东省,4.389,0.8494,389.7113,34.151,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 17:00:00,广东省,4.1959,0.6563,353.1038,34.285,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 17:15:00,广东省,4.5495,0.2978,386.5462,34.561,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 17:30:00,广东省,4.6344,0.3892,370.7223,34.123,高温预警,广东气象台发布高温橙色预警，预计晚高峰空调负荷显著上升。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 17:45:00,广东省,4.6344,0.1836,392.9525,33.976,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 18:00:00,广东省,4.7854,0.0685,398.4853,34.042,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 18:15:00,广东省,4.7299,0.0,380.3938,31.927,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 18:30:00,广东省,4.6602,0.0866,392.9991,31.965,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 18:45:00,广东省,4.6225,0.0,401.2261,31.951,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 19:00:00,广东省,4.682,0.0086,437.007,32.895,价格尖峰,现货市场公告提示日前价格异常波动，晚高峰可能出现尖峰电价。,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
2025-07-30 19:15:00,广东省,4.834,0.0523,466.3708,31.935,正常运行,Status: Normal,V4,4MW光伏午间负电价夏季,neg_price_noon_summer
