timestamp,region,load_mw,pv_mw,price_yuan_mwh,temperature_c,event_type,event_text
2024-07-02 06:30:00,广东省,3.7695,0.0421,358.1033,28.95,正常运行,Status: Normal
2024-07-02 06:45:00,广东省,3.4126,0.1544,361.3697,28.925,正常运行,Status: Normal
2024-07-02 07:00:00,广东省,3.3495,0.2763,399.5101,28.9,正常运行,Status: Normal
2024-07-02 07:15:00,广东省,3.4214,0.3316,307.8058,28.95,正常运行,Status: Normal
2024-07-02 07:30:00,广东省,3.7596,0.4553,403.223,29.0,正常运行,Status: Normal
2024-07-02 07:45:00,广东省,3.4604,0.619,380.9239,29.05,正常运行,Status: Normal
2024-07-02 08:00:00,广东省,3.5885,0.7292,308.7788,29.1,正常运行,Status: Normal
2024-07-02 08:15:00,广东省,3.7942,0.9241,367.0469,29.3,正常运行,Status: Normal
2024-07-02 08:30:00,广东省,3.7224,1.0579,339.5171,29.5,正常运行,Status: Normal
2024-07-02 08:45:00,广东省,3.7686,1.1686,323.7325,29.7,正常运行,Status: Normal
2024-07-02 09:00:00,广东省,3.6767,1.3591,348.4138,29.9,正常运行,Status: Normal
2024-07-02 09:15:00,广东省,3.9512,1.4648,355.9778,30.15,正常运行,Status: Normal
2024-07-02 09:30:00,广东省,3.6435,1.8343,349.4744,30.4,正常运行,Status: Normal
2024-07-02 09:45:00,广东省,3.5669,2.1452,294.1492,30.65,正常运行,Status: Normal
2024-07-02 10:00:00,广东省,3.7443,2.3237,311.6301,30.9,正常运行,Status: Normal
2024-07-02 10:15:00,广东省,4.0903,2.4535,311.2481,30.95,正常运行,Status: Normal
2024-07-02 10:30:00,广东省,3.9583,2.4974,336.9706,31.0,正常运行,Status: Normal
2024-07-02 10:45:00,广东省,3.7535,2.5406,343.3902,31.05,正常运行,Status: Normal
2024-07-02 11:00:00,广东省,3.6094,2.5016,314.6731,31.1,正常运行,Status: Normal
2024-07-02 11:15:00,广东省,3.8304,2.448,345.6494,30.95,正常运行,Status: Normal
2024-07-02 11:30:00,广东省,3.9037,2.3024,329.91,30.8,正常运行,Status: Normal
2024-07-02 11:45:00,广东省,3.9342,2.0165,340.494,30.65,正常运行,Status: Normal
2024-07-02 12:00:00,广东省,3.8646,1.9592,312.2915,30.5,正常运行,Status: Normal
2024-07-02 12:15:00,广东省,3.7712,1.8918,376.5701,30.725,正常运行,Status: Normal
2024-07-02 12:30:00,广东省,3.8467,1.8333,364.1792,30.95,正常运行,Status: Normal
2024-07-02 12:45:00,广东省,3.9764,1.7292,354.3851,31.175,正常运行,Status: Normal
2024-07-02 13:00:00,广东省,4.1113,1.7175,305.3521,31.4,正常运行,Status: Normal
2024-07-02 13:15:00,广东省,4.0823,1.6403,362.3846,31.625,正常运行,Status: Normal
2024-07-02 13:30:00,广东省,3.9425,1.4428,373.1332,31.85,正常运行,Status: Normal
2024-07-02 13:45:00,广东省,3.9607,1.4823,372.7337,32.075,正常运行,Status: Normal
2024-07-02 14:00:00,广东省,4.1451,1.3186,336.7651,32.3,正常运行,Status: Normal
2024-07-02 14:15:00,广东省,4.1486,1.5114,342.1463,31.75,正常运行,Status: Normal
2024-07-02 14:30:00,广东省,4.0957,1.5945,409.3964,31.2,正常运行,Status: Normal
2024-07-02 14:45:00,广东省,3.7828,1.6673,323.274,30.65,正常运行,Status: Normal
2024-07-02 15:00:00,广东省,3.9087,1.8809,324.0261,30.1,正常运行,Status: Normal
2024-07-02 15:15:00,广东省,4.191,1.8426,362.9729,30.325,正常运行,Status: Normal
2024-07-02 15:30:00,广东省,4.2701,1.8164,396.6744,30.55,正常运行,Status: Normal
2024-07-02 15:45:00,广东省,4.2228,1.8438,363.2846,30.775,正常运行,Status: Normal
2024-07-02 16:00:00,广东省,4.2181,1.9688,380.7385,31.0,正常运行,Status: Normal
2024-07-02 16:15:00,广东省,4.2471,1.6695,401.9275,31.075,正常运行,Status: Normal
2024-07-02 16:30:00,广东省,4.3415,1.3967,349.6783,31.15,正常运行,Status: Normal
2024-07-02 16:45:00,广东省,4.1751,1.1106,394.4464,31.225,正常运行,Status: Normal
2024-07-02 17:00:00,广东省,4.3228,0.8786,413.9113,31.3,正常运行,Status: Normal
2024-07-02 17:15:00,广东省,4.5374,0.8098,426.6362,30.75,正常运行,Status: Normal
2024-07-02 17:30:00,广东省,4.4952,0.678,420.8766,30.2,正常运行,Status: Normal
2024-07-02 17:45:00,广东省,4.575,0.7504,444.7064,29.65,正常运行,Status: Normal
2024-07-02 18:00:00,广东省,4.6536,0.6787,505.9412,29.1,正常运行,Status: Normal
2024-07-02 18:15:00,广东省,4.7618,0.4723,474.3512,29.1,正常运行,Status: Normal
2024-07-02 18:30:00,广东省,4.7097,0.3896,512.1503,29.1,正常运行,Status: Normal
2024-07-02 18:45:00,广东省,4.6967,0.2912,491.7707,29.1,正常运行,Status: Normal
2024-07-02 19:00:00,广东省,4.9057,0.2018,503.4897,29.1,正常运行,Status: Normal
2024-07-02 19:15:00,广东省,4.6952,0.2264,504.5983,29.075,正常运行,Status: Normal
2024-07-02 19:30:00,广东省,4.9043,0.0954,537.1721,29.05,正常运行,Status: Normal
2024-07-02 19:45:00,广东省,4.7639,0.0,501.4714,29.025,正常运行,Status: Normal
2024-07-02 20:00:00,广东省,5.0629,0.036,510.9924,29.0,正常运行,Status: Normal
2024-07-02 20:15:00,广东省,5.205,0.0,472.4385,28.975,正常运行,Status: Normal
2024-07-02 20:30:00,广东省,4.7518,0.0,528.6758,28.95,正常运行,Status: Normal
2024-07-02 20:45:00,广东省,4.9631,0.0,484.5853,28.925,正常运行,Status: Normal
2024-07-02 21:00:00,广东省,4.7434,0.0,518.6464,28.9,正常运行,Status: Normal
2024-07-02 21:15:00,广东省,4.669,0.0189,510.7609,28.925,正常运行,Status: Normal
2024-07-02 21:30:00,广东省,4.6194,0.0,493.6932,28.95,正常运行,Status: Normal
2024-07-02 21:45:00,广东省,4.6446,0.03,480.6463,28.975,正常运行,Status: Normal
2024-07-02 22:00:00,广东省,4.5973,0.0,455.3339,29.0,正常运行,Status: Normal
2024-07-02 22:15:00,广东省,4.3565,0.0092,452.1296,29.0,正常运行,Status: Normal
2024-07-02 22:30:00,广东省,4.2831,0.0351,443.0505,29.0,正常运行,Status: Normal
2024-07-02 22:45:00,广东省,4.4115,0.0289,464.3609,29.0,正常运行,Status: Normal
2024-07-02 23:00:00,广东省,4.3666,0.0,448.4087,29.0,正常运行,Status: Normal
2024-07-02 23:15:00,广东省,3.9983,0.0964,425.065,29.025,正常运行,Status: Normal
2024-07-02 23:30:00,广东省,4.0166,0.0,445.5592,29.05,正常运行,Status: Normal
2024-07-02 23:45:00,广东省,4.1137,0.0,442.6191,29.075,正常运行,Status: Normal
2024-07-03 00:00:00,广东省,3.865,0.0,299.8375,29.1,正常运行,Status: Normal
2024-07-03 00:15:00,广东省,3.6431,0.0595,353.0713,28.975,正常运行,Status: Normal
2024-07-03 00:30:00,广东省,3.6741,0.0,407.7827,28.85,正常运行,Status: Normal
2024-07-03 00:45:00,广东省,3.5089,0.0,389.3889,28.725,正常运行,Status: Normal
2024-07-03 01:00:00,广东省,3.7406,0.0,363.3032,28.6,正常运行,Status: Normal
2024-07-03 01:15:00,广东省,3.677,0.0,390.2429,28.575,正常运行,Status: Normal
2024-07-03 01:30:00,广东省,3.5756,0.0,396.5111,28.55,正常运行,Status: Normal
2024-07-03 01:45:00,广东省,3.6206,0.009,394.6394,28.525,正常运行,Status: Normal
2024-07-03 02:00:00,广东省,3.8894,0.0,349.9939,28.5,正常运行,Status: Normal
2024-07-03 02:15:00,广东省,3.8055,0.0,358.3734,28.475,正常运行,Status: Normal
2024-07-03 02:30:00,广东省,3.807,0.0,387.5226,28.45,正常运行,Status: Normal
2024-07-03 02:45:00,广东省,3.5153,0.0,376.7493,28.425,正常运行,Status: Normal
2024-07-03 03:00:00,广东省,3.4774,0.0348,381.0953,28.4,正常运行,Status: Normal
2024-07-03 03:15:00,广东省,3.4357,0.0,317.9934,28.375,正常运行,Status: Normal
2024-07-03 03:30:00,广东省,3.7036,0.0,395.0361,28.35,正常运行,Status: Normal
2024-07-03 03:45:00,广东省,3.487,0.0446,370.6535,28.325,正常运行,Status: Normal
2024-07-03 04:00:00,广东省,3.5032,0.0,353.2476,28.3,正常运行,Status: Normal
2024-07-03 04:15:00,广东省,3.7725,0.0,360.5868,28.275,正常运行,Status: Normal
2024-07-03 04:30:00,广东省,3.4103,0.0,352.3385,28.25,正常运行,Status: Normal
2024-07-03 04:45:00,广东省,3.6975,0.0,404.352,28.225,正常运行,Status: Normal
2024-07-03 05:00:00,广东省,3.4902,0.0,351.5624,28.2,正常运行,Status: Normal
2024-07-03 05:15:00,广东省,3.6532,0.0563,383.4519,28.55,正常运行,Status: Normal
2024-07-03 05:30:00,广东省,3.9266,0.1133,358.2409,28.9,正常运行,Status: Normal
2024-07-03 05:45:00,广东省,3.6873,0.0,353.6483,29.25,正常运行,Status: Normal
2024-07-03 06:00:00,广东省,3.6177,0.0495,371.7249,29.6,正常运行,Status: Normal
2024-07-03 06:15:00,广东省,3.6268,0.1157,397.9065,29.675,正常运行,Status: Normal
2024-07-03 06:30:00,广东省,3.6306,0.1778,352.2255,29.75,正常运行,Status: Normal
2024-07-03 06:45:00,广东省,3.5983,0.1521,325.4627,29.825,正常运行,Status: Normal
2024-07-03 07:00:00,广东省,3.4673,0.2463,382.9765,29.9,正常运行,Status: Normal
2024-07-03 07:15:00,广东省,3.5715,0.3514,340.9168,30.025,正常运行,Status: Normal
2024-07-03 07:30:00,广东省,3.8488,0.5614,369.441,30.15,正常运行,Status: Normal
2024-07-03 07:45:00,广东省,3.8432,0.7446,397.7652,30.275,正常运行,Status: Normal
2024-07-03 08:00:00,广东省,3.7788,0.8237,375.2907,30.4,正常运行,Status: Normal
2024-07-03 08:15:00,广东省,3.7085,0.9242,371.7619,30.425,正常运行,Status: Normal
2024-07-03 08:30:00,广东省,3.801,1.0331,295.761,30.45,正常运行,Status: Normal
2024-07-03 08:45:00,广东省,3.7689,1.103,348.5766,30.475,正常运行,Status: Normal
2024-07-03 09:00:00,广东省,3.8247,1.111,366.351,30.5,正常运行,Status: Normal
2024-07-03 09:15:00,广东省,3.9521,1.2975,354.2074,31.125,正常运行,Status: Normal
2024-07-03 09:30:00,广东省,3.9325,1.3381,357.9109,31.75,正常运行,Status: Normal
2024-07-03 09:45:00,广东省,3.7578,1.4065,335.0441,32.375,正常运行,Status: Normal
2024-07-03 10:00:00,广东省,3.7107,1.4856,387.831,33.0,正常运行,Status: Normal
2024-07-03 10:15:00,广东省,3.5843,1.6822,329.7274,33.075,正常运行,Status: Normal
2024-07-03 10:30:00,广东省,3.7633,1.8641,340.2776,33.15,正常运行,Status: Normal
2024-07-03 10:45:00,广东省,3.8593,1.9162,316.9933,33.225,正常运行,Status: Normal
2024-07-03 11:00:00,广东省,3.8729,2.1049,352.6111,33.3,正常运行,Status: Normal
2024-07-03 11:15:00,广东省,3.903,2.1363,353.9289,33.375,正常运行,Status: Normal
2024-07-03 11:30:00,广东省,3.9767,2.3189,332.4556,33.45,正常运行,Status: Normal
2024-07-03 11:45:00,广东省,4.0655,2.3902,324.3785,33.525,正常运行,Status: Normal
2024-07-03 12:00:00,广东省,3.7789,2.4277,332.8106,33.6,正常运行,Status: Normal
2024-07-03 12:15:00,广东省,3.8609,2.4324,401.7918,33.825,正常运行,Status: Normal
2024-07-03 12:30:00,广东省,3.8776,2.5951,280.0653,34.05,正常运行,Status: Normal
2024-07-03 12:45:00,广东省,4.0937,2.6524,331.5902,34.275,正常运行,Status: Normal
2024-07-03 13:00:00,广东省,4.2452,2.6944,359.4834,34.5,正常运行,Status: Normal
2024-07-03 13:15:00,广东省,4.0667,2.7566,344.4854,33.9,正常运行,Status: Normal
2024-07-03 13:30:00,广东省,4.11,2.8927,330.0171,33.3,正常运行,Status: Normal
2024-07-03 13:45:00,广东省,4.0105,3.0172,341.2953,32.7,正常运行,Status: Normal
2024-07-03 14:00:00,广东省,3.9694,3.1211,325.3473,32.1,正常运行,Status: Normal
2024-07-03 14:15:00,广东省,4.0219,3.0572,312.5357,32.325,正常运行,Status: Normal
2024-07-03 14:30:00,广东省,4.3108,3.0608,324.8711,32.55,正常运行,Status: Normal
2024-07-03 14:45:00,广东省,4.1338,3.0862,370.9558,32.775,正常运行,Status: Normal
2024-07-03 15:00:00,广东省,4.136,2.9813,360.3961,33.0,正常运行,Status: Normal
2024-07-03 15:15:00,广东省,4.2625,2.8379,336.8371,32.825,正常运行,Status: Normal
2024-07-03 15:30:00,广东省,4.2276,2.6991,359.1968,32.65,正常运行,Status: Normal
2024-07-03 15:45:00,广东省,4.3799,2.6187,372.7204,32.475,正常运行,Status: Normal
2024-07-03 16:00:00,广东省,4.2891,2.3948,399.9604,32.3,正常运行,Status: Normal
2024-07-03 16:15:00,广东省,4.3677,2.2802,362.8509,32.25,正常运行,Status: Normal
2024-07-03 16:30:00,广东省,4.4434,2.1406,425.0352,32.2,正常运行,Status: Normal
2024-07-03 16:45:00,广东省,4.364,1.98,387.6116,32.15,正常运行,Status: Normal
2024-07-03 17:00:00,广东省,4.4451,1.9608,427.4732,32.1,正常运行,Status: Normal
2024-07-03 17:15:00,广东省,4.6303,1.696,434.5206,31.625,正常运行,Status: Normal
2024-07-03 17:30:00,广东省,4.6338,1.4901,408.3564,31.15,正常运行,Status: Normal
2024-07-03 17:45:00,广东省,4.6149,1.2433,463.5953,30.675,正常运行,Status: Normal
2024-07-03 18:00:00,广东省,4.7453,0.877,491.6009,30.2,正常运行,Status: Normal
2024-07-03 18:15:00,广东省,5.1107,0.8466,526.9916,29.975,正常运行,Status: Normal
2024-07-03 18:30:00,广东省,4.8436,0.6523,496.034,29.75,正常运行,Status: Normal
2024-07-03 18:45:00,广东省,4.8221,0.5217,481.5933,29.525,正常运行,Status: Normal
2024-07-03 19:00:00,广东省,5.0083,0.3563,493.2979,29.3,正常运行,Status: Normal
2024-07-03 19:15:00,广东省,5.1906,0.2854,535.6043,29.225,正常运行,Status: Normal
2024-07-03 19:30:00,广东省,4.9913,0.2071,556.5807,29.15,正常运行,Status: Normal
2024-07-03 19:45:00,广东省,4.9953,0.0975,524.3672,29.075,正常运行,Status: Normal
2024-07-03 20:00:00,广东省,4.9698,0.0,517.6423,29.0,正常运行,Status: Normal
2024-07-03 20:15:00,广东省,4.8496,0.0,530.9944,28.95,正常运行,Status: Normal
2024-07-03 20:30:00,广东省,4.9648,0.1067,526.2235,28.9,正常运行,Status: Normal
2024-07-03 20:45:00,广东省,5.0667,0.0,506.0828,28.85,正常运行,Status: Normal
2024-07-03 21:00:00,广东省,4.9347,0.0378,485.3661,28.8,正常运行,Status: Normal
2024-07-03 21:15:00,广东省,4.8358,0.0039,478.6759,28.575,正常运行,Status: Normal
2024-07-03 21:30:00,广东省,4.5497,0.0,460.0222,28.35,正常运行,Status: Normal
2024-07-03 21:45:00,广东省,4.6343,0.1561,498.9396,28.125,正常运行,Status: Normal
2024-07-03 22:00:00,广东省,4.4619,0.0001,473.4991,27.9,正常运行,Status: Normal
2024-07-03 22:15:00,广东省,4.1909,0.0,478.5893,27.8,正常运行,Status: Normal
2024-07-03 22:30:00,广东省,4.3569,0.0658,409.4054,27.7,正常运行,Status: Normal
2024-07-03 22:45:00,广东省,4.4184,0.0742,435.8163,27.6,正常运行,Status: Normal
2024-07-03 23:00:00,广东省,4.1507,0.0,431.5317,27.5,正常运行,Status: Normal
2024-07-03 23:15:00,广东省,4.0868,0.0,431.2706,27.525,正常运行,Status: Normal
2024-07-03 23:30:00,广东省,4.3288,0.0,397.57,27.55,正常运行,Status: Normal
2024-07-03 23:45:00,广东省,4.1338,0.0175,438.5582,27.575,正常运行,Status: Normal
2024-07-04 00:00:00,广东省,3.82,0.0082,348.5675,27.6,正常运行,Status: Normal
2024-07-04 00:15:00,广东省,3.8265,0.0392,317.8883,27.475,正常运行,Status: Normal
2024-07-04 00:30:00,广东省,3.7472,0.0,337.4227,27.35,正常运行,Status: Normal
2024-07-04 00:45:00,广东省,3.6613,0.0,355.8801,27.225,正常运行,Status: Normal
