timestamp,region,load_mw,pv_mw,price_yuan_mwh,temperature_c,event_type,event_text,source_note
2025-07-01 03:30:00,广东省,3.4387,0.0804,224.4417,29.49,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 03:45:00,广东省,3.3475,0.1994,235.5392,28.722,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 04:00:00,广东省,3.3745,0.1128,224.5053,28.682,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 04:15:00,广东省,3.4908,0.05,221.7069,28.548,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 04:30:00,广东省,3.4115,0.0383,244.094,29.232,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 04:45:00,广东省,3.2646,0.0,181.5733,29.192,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 05:00:00,广东省,3.3749,0.0104,218.1802,28.549,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 05:15:00,广东省,3.5138,0.0,227.0005,29.471,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 05:30:00,广东省,3.4104,0.0,251.4801,29.886,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 05:45:00,广东省,3.4241,0.0,223.4851,29.66,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 06:00:00,广东省,3.523,0.0377,219.9584,29.476,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 06:15:00,广东省,3.6695,0.0349,192.6881,30.22,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 06:30:00,广东省,3.3701,0.214,240.0947,29.772,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 06:45:00,广东省,3.6232,0.4796,193.2625,29.828,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 07:00:00,广东省,3.3202,0.6745,250.1977,30.16,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 07:15:00,广东省,3.496,0.844,223.8334,29.195,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 07:30:00,广东省,3.3427,0.924,171.0165,30.758,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 07:45:00,广东省,3.654,1.0629,193.2218,30.211,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 08:00:00,广东省,3.6017,1.452,231.8508,30.225,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 08:15:00,广东省,3.6488,1.6485,184.515,30.751,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 08:30:00,广东省,3.4177,1.4918,205.8329,30.027,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 08:45:00,广东省,3.6188,2.2093,161.8509,30.297,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 09:00:00,广东省,3.488,2.4366,191.7961,31.094,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 09:15:00,广东省,3.5099,2.4673,93.8391,31.324,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 09:30:00,广东省,3.641,2.4225,183.424,30.6,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 09:45:00,广东省,3.7016,2.1187,107.1504,31.373,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 10:00:00,广东省,3.6379,3.1712,130.7859,31.212,新能源消纳,调度公告提示午间新能源消纳压力增大，建议提升储能充电能力。,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 10:15:00,广东省,3.5556,3.0068,151.0683,31.667,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 10:30:00,广东省,3.5499,3.339,185.7688,31.574,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 10:45:00,广东省,3.8407,3.5884,132.2404,32.68,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 11:00:00,广东省,3.7571,3.2303,168.381,32.622,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 11:15:00,广东省,3.7907,2.7369,140.3058,32.232,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 11:30:00,广东省,3.9847,2.9471,215.4233,33.162,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 11:45:00,广东省,3.6428,2.8528,108.1535,33.166,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 12:00:00,广东省,4.0654,2.7344,225.2301,33.353,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 12:15:00,广东省,4.1534,2.9212,150.2199,32.869,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 12:30:00,广东省,3.9859,2.8144,169.956,33.21,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 12:45:00,广东省,3.9067,2.1218,165.0685,33.818,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 13:00:00,广东省,3.7429,2.5607,146.7575,33.658,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 13:15:00,广东省,3.9567,3.9146,166.5554,34.039,高温预警,广东气象台发布高温橙色预警，预计晚高峰空调负荷显著上升。,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 13:30:00,广东省,3.7987,2.5192,160.6057,34.667,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 13:45:00,广东省,3.8638,2.2355,213.6421,34.87,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 14:00:00,广东省,3.8466,2.2761,220.6076,34.545,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 14:15:00,广东省,3.9314,2.6267,172.9276,34.509,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 14:30:00,广东省,4.0693,2.7538,210.0365,33.846,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 14:45:00,广东省,3.8674,2.0594,224.5263,34.737,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 15:00:00,广东省,3.8378,1.8349,195.7246,34.554,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 15:15:00,广东省,3.8608,1.9262,266.9977,34.579,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 15:30:00,广东省,3.8939,2.3857,244.5743,35.042,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 15:45:00,广东省,3.8716,1.76,221.0816,34.037,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 16:00:00,广东省,3.9716,1.3246,268.6392,34.948,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 16:15:00,广东省,4.279,1.2977,215.1982,34.006,高温预警,广东气象台发布高温橙色预警，预计晚高峰空调负荷显著上升。,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 16:30:00,广东省,4.1,0.8051,262.1504,33.678,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 16:45:00,广东省,4.2541,1.095,349.6092,33.805,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 17:00:00,广东省,4.1333,1.0317,310.3085,33.559,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 17:15:00,广东省,4.3591,0.7113,335.5125,33.884,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 17:30:00,广东省,4.1914,0.4086,342.1246,34.649,需求响应,电力交易中心发布需求响应邀约，鼓励用户在晚高峰削减负荷。,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 17:45:00,广东省,4.3789,0.3466,343.4948,34.389,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 18:00:00,广东省,4.7952,0.1348,357.7452,33.211,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 18:15:00,广东省,4.5144,0.1167,474.7305,33.057,价格尖峰,现货市场公告提示日前价格异常波动，晚高峰可能出现尖峰电价。,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 18:30:00,广东省,4.7742,0.0,397.9569,33.578,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 18:45:00,广东省,4.7441,0.1508,413.4987,33.211,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 19:00:00,广东省,4.7132,0.0,399.0276,32.092,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 19:15:00,广东省,4.6863,0.0,403.8478,32.551,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 19:30:00,广东省,4.9414,0.0,415.6221,32.225,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 19:45:00,广东省,4.7765,0.0111,458.972,32.409,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 20:00:00,广东省,4.9798,0.0054,374.9843,32.927,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 20:15:00,广东省,4.6966,0.0313,403.3804,31.378,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 20:30:00,广东省,4.7638,0.0,461.2825,31.611,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 20:45:00,广东省,4.7752,0.0,385.1761,31.095,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 21:00:00,广东省,4.7157,0.0,452.9703,30.976,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 21:15:00,广东省,4.4652,0.0,386.6141,30.301,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 21:30:00,广东省,4.4679,0.0,334.0979,30.39,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 21:45:00,广东省,4.4523,0.0331,400.3967,30.644,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 22:00:00,广东省,4.2973,0.0339,306.682,29.834,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 22:15:00,广东省,4.4025,0.0,360.0682,30.308,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 22:30:00,广东省,4.3126,0.0,359.4881,30.139,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 22:45:00,广东省,3.929,0.0803,343.6552,29.787,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 23:00:00,广东省,3.8714,0.0418,318.4603,30.797,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 23:15:00,广东省,3.8622,0.0989,351.8238,30.173,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 23:30:00,广东省,3.9627,0.0,282.2456,29.997,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-01 23:45:00,广东省,4.1305,0.0,336.1421,30.068,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 00:00:00,广东省,3.4722,0.0,214.4588,29.068,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 00:15:00,广东省,3.5493,0.0225,238.0425,28.821,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 00:30:00,广东省,3.3928,0.0,216.2405,29.3,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 00:45:00,广东省,3.3959,0.1157,206.4387,29.171,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 01:00:00,广东省,3.2878,0.0,215.4953,29.393,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 01:15:00,广东省,3.5204,0.0311,189.2896,29.112,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 01:30:00,广东省,3.6387,0.0475,234.7556,28.915,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 01:45:00,广东省,3.4834,0.0852,189.1328,28.799,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 02:00:00,广东省,3.695,0.0071,245.2654,28.453,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 02:15:00,广东省,3.5524,0.0287,281.2063,28.46,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 02:30:00,广东省,3.5255,0.0,237.8851,29.657,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 02:45:00,广东省,3.5933,0.0,278.3488,29.077,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 03:00:00,广东省,3.591,0.0328,210.8876,29.199,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 03:15:00,广东省,3.6717,0.0085,232.7242,28.728,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 03:30:00,广东省,3.4392,0.0,224.4479,28.798,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 03:45:00,广东省,3.2625,0.0,254.2855,29.35,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 04:00:00,广东省,3.5525,0.0538,301.0778,29.218,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 04:15:00,广东省,3.4672,0.0148,236.5316,29.878,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 04:30:00,广东省,3.5394,0.0,207.8226,28.064,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 04:45:00,广东省,3.7446,0.162,275.098,29.279,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 05:00:00,广东省,3.415,0.0,301.6119,29.411,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 05:15:00,广东省,3.6419,0.0,251.4842,29.033,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 05:30:00,广东省,3.6668,0.096,281.065,29.648,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 05:45:00,广东省,3.6121,0.0,267.5954,29.206,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 06:00:00,广东省,3.695,0.0,264.0667,29.465,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 06:15:00,广东省,3.5102,0.0613,192.5984,30.401,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 06:30:00,广东省,3.4885,0.3593,281.4114,29.051,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 06:45:00,广东省,3.7007,0.319,304.7779,29.915,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 07:00:00,广东省,3.6688,0.2508,194.6384,29.508,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 07:15:00,广东省,3.7564,0.6915,194.7145,29.261,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 07:30:00,广东省,3.623,0.736,212.5026,30.2,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 07:45:00,广东省,3.8013,1.0076,190.6731,28.946,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 08:00:00,广东省,3.5824,1.1381,203.2301,30.423,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 08:15:00,广东省,3.4999,1.3685,205.8942,29.62,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 08:30:00,广东省,3.3944,1.683,183.1693,30.467,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 08:45:00,广东省,3.5195,1.6951,213.1838,30.304,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 09:00:00,广东省,3.7637,1.9382,151.6206,31.286,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 09:15:00,广东省,3.5044,1.662,195.9252,31.092,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 09:30:00,广东省,3.6416,2.26,194.6959,31.406,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 09:45:00,广东省,3.9652,1.9195,177.464,30.706,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 10:00:00,广东省,3.8312,2.5331,186.4924,32.209,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 10:15:00,广东省,3.9623,2.2228,170.3495,31.474,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 10:30:00,广东省,3.6468,2.7778,146.5208,32.698,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 10:45:00,广东省,3.4892,2.0215,145.7872,31.769,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 11:00:00,广东省,3.9852,1.6674,119.8142,33.042,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 11:15:00,广东省,3.652,2.9423,208.0524,33.139,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 11:30:00,广东省,3.8515,2.4409,117.9169,33.486,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 11:45:00,广东省,3.885,2.9266,166.3009,32.641,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 12:00:00,广东省,3.7629,2.5076,134.7599,33.154,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 12:15:00,广东省,4.0803,2.0171,178.3112,33.569,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 12:30:00,广东省,4.0964,2.7748,149.4088,34.079,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 12:45:00,广东省,3.9926,2.1298,242.265,34.885,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 13:00:00,广东省,3.9383,2.4795,183.8334,34.003,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 13:15:00,广东省,3.9796,2.8416,185.801,34.235,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 13:30:00,广东省,3.8398,2.4519,159.9259,34.204,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 13:45:00,广东省,3.9573,1.8329,162.9495,35.088,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 14:00:00,广东省,3.9886,2.1609,152.4653,34.279,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 14:15:00,广东省,3.915,2.2908,211.72,34.311,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 14:30:00,广东省,4.1367,2.1812,169.0129,35.086,高温预警,广东气象台发布高温橙色预警，预计晚高峰空调负荷显著上升。,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 14:45:00,广东省,3.8832,2.3142,218.4021,34.621,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 15:00:00,广东省,4.0222,1.725,202.5924,35.703,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 15:15:00,广东省,3.8319,1.3483,228.5797,34.807,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 15:30:00,广东省,4.1913,1.8009,196.6484,33.697,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 15:45:00,广东省,4.2546,1.8096,243.8421,34.462,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 16:00:00,广东省,4.2786,1.2909,215.0902,33.743,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 16:15:00,广东省,4.5978,1.3451,271.117,34.413,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 16:30:00,广东省,4.4089,0.9261,268.5488,34.202,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
2025-07-02 16:45:00,广东省,4.2363,1.0518,274.3308,34.113,正常运行,Status: Normal,公开披露数据校准 + 仿真构造；不可表述为真实15分钟VPP运行数据
